OBJECTID,Shape,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_PLUS_INCIDENT_JOIN_ID,ICS_209_PLUS_COMPLEX_JOIN_ID,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,NWCG_CAUSE_AGE_CATEGORY,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
512650,b'\x00\x01\xad\x10\x00\x00\xa8\xc3I\x1b@\x8b[\xc0\xe0w\xfe\x1at\x0cG@\xa8\xc3I\x1b@\x8b[\xc0\xe0w\xfe\x1at\x0cG@|\x01\x00\x00\x00\xa8\xc3I\x1b@\x8b[\xc0\xe0w\xfe\x1at\x0cG@\xfe',552752,SFO-MT0286-320,NONFED,ST-NASF,ST/C&L,USMTSOS,Southern Land Office,MTSOS,Southern Land Office,,,,CHI CHI,2007_MT-SOS-000018_CHI CHI,,NASF-MT0286-320-20071112,CHI CHI,,2007,11/12/2007,316,,Human,Recreation and ceremony,,,,,17954,G,46.0973,-110.1758,PRIVATE,MT,Sweet Grass,30097,Sweet Grass County
512777,b'\x00\x01\xad\x10\x00\x00\xc4\xd4\xa9g\xab\x89\\\xc0\x80\xad\x01m\x92\x82G@\xc4\xd4\xa9g\xab\x89\\\xc0\x80\xad\x01m\x92\x82G@|\x01\x00\x00\x00\xc4\xd4\xa9g\xab\x89\\\xc0\x80\xad\x01m\x92\x82G@\xfe',552891,SFO-MT0286-446,NONFED,ST-NASF,ST/C&L,USMTSWS,Southwestern Land Office,MTSWS,Southwestern Land Office,,,,BLACK CAT,2007_MT-SWS-000211_BLACK CAT,,MT4703511414720070814,BLACK CAT,,2007,8/14/2007,226,,Human,Missing data/not specified/undetermined,,,,,10766.24,G,47.0201,-114.1511,PRIVATE,MT,Missoula,30063,Missoula County
512954,b'\x00\x01\xad\x10\x00\x00\xc8\xae\xee7\xde\x15[\xc0\xb0\x82\x03\xbal\x1eG@\xc8\xae\xee7\xde\x15[\xc0\xb0\x82\x03\xbal\x1eG@|\x01\x00\x00\x00\xc8\xae\xee7\xde\x15[\xc0\xb0\x82\x03\xbal\x1eG@\xfe',553116,SFO-MT0419-197,NONFED,ST-NASF,ST/C&L,USMTSOS,Southern Land Office,MTSOS,Southern Land Office,,,,DUNN MOUNTAIN ASSIST,2008_MT-SOS-000019_DUNN MTN. ASSIST,,MT4621810818620080821,DUNN MTN. ASSIST,,2008,8/22/2008,235,,Natural,Natural,,,,,102379.53,G,46.2377,-108.3417,PRIVATE,MT,Yellowstone,30111,Yellowstone County
513099,b'\x00\x01\xad\x10\x00\x00(o!q\n\x9a[\xc0\x90-S\x7f\xfc\xf7G@(o!q\n\x9a[\xc0\x90-S\x7f\xfc\xf7G@|\x01\x00\x00\x00(o!q\n\x9a[\xc0\x90-S\x7f\xfc\xf7G@\xfe',553298,SFO-MT0419-54,NONFED,ST-NASF,ST/C&L,USMTNES,Northeastern Land Office,MTNES,Northeastern Land Office,,,,CHOUTEAU CO COMPLEX,,,MT4795511043220080324,CHOUTEAU CO COMPLEX,CHOUTEAU CO COMPLEX,2008,3/24/2008,84,,Human,Debris and open burning,,,,,5519,G,47.9374,-110.4069,PRIVATE,MT,Chouteau,30015,Chouteau County
513102,b'\x00\x01\xad\x10\x00\x00x\xcd6-T\n[\xc0Xy\xddP(5H@x\xcd6-T\n[\xc0Xy\xddP(5H@|\x01\x00\x00\x00x\xcd6-T\n[\xc0Xy\xddP(5H@\xfe',553301,SFO-MT0419-57,NONFED,ST-NASF,ST/C&L,USMTNES,Northeastern Land Office,MTNES,Northeastern Land Office,,,,KATHRYN,2008_MT-NES-004_KATHRYN,,MT4841810813720080825,KATHRYN,,2008,8/25/2008,238,,Human,Equipment and vehicle use,,,,,5000,G,48.4153,-108.1614,PRIVATE,MT,Phillips,30071,Phillips County
536797,b'\x00\x01\xad\x10\x00\x00|\xac8\xb9\xa5\xefY\xc0\xb8\x96\xbfk\xa5\xc6D@|\xac8\xb9\xa5\xefY\xc0\xb8\x96\xbfk\xa5\xc6D@|\x01\x00\x00\x00|\xac8\xb9\xa5\xefY\xc0\xb8\x96\xbfk\xa5\xc6D@\xfe',577523,SFO-2007NENFS10366,NONFED,ST-NASF,ST/C&L,USNENES,Nebraska Forest Service,NENES,Nebraska Dept of Forestry (GPC Area),,10366,,,,,,,,2007,7/22/2007,203,1630,Natural,Natural,,7/23/2007,204,,5000,G,41.55193,-103.7445,PRIVATE,NE,,,
546294,"b'\x00\x01\xad\x10\x00\x00\x1cS\xf3,3\x93R\xc0\xb0:\xf7\x93\xbb\xebC@\x1cS\xf3,3\x93R\xc0\xb0:\xf7\x93\xbb\xebC@|\x01\x00\x00\x00\x1cS\xf3,3\x93R\xc0\xb0:\xf7\x93\xbb\xebC@\xfe'",587717,SFO-NJ0285-92_B061301,NONFED,ST-NASF,ST/C&L,USNJNJS,New Jersey Forest Fire Service,NJNJB,New Jersey Forest Fire Service Division B,,B061301,,FORKED RIVER MOUTAIN APR,,,NJ3986107428219920613,FORKED RIVER MOUTAIN APR,,1992,6/13/1992,165,,Human,Missing data/not specified/undetermined,,,,,5284,G,39.84167,-74.3,MISSING/NOT SPECIFIED,NJ,Ocean,34029,Ocean County
549652,b'\x00\x01\xad\x10\x00\x00\xd03y\xa7\xbb\x93R\xc0\xd0\xf3\xf3\x88\xcc\xf4C@\xd03y\xa7\xbb\x93R\xc0\xd0\xf3\xf3\x88\xcc\xf4C@|\x01\x00\x00\x00\xd03y\xa7\xbb\x93R\xc0\xd0\xf3\xf3\x88\xcc\xf4C@\xfe',591281,SFO-NJ0285-95_B040408,NONFED,ST-NASF,ST/C&L,USNJNJS,New Jersey Forest Fire Service,NJNJB,New Jersey Forest Fire Service Division B,,B040408,,GREENWOOD STATE FOREST,,,NJ3983607427619950404,GREENWOOD STATE FOREST,,1995,4/4/1995,94,,Human,Arson/incendiarism,,,,,19225,G,39.9125,-74.30833,MISSING/NOT SPECIFIED,NJ,Ocean,34029,Ocean County
555049,b'\x00\x01\xad\x10\x00\x00\xd0\xb4\x93\xda\xee\x9aR\xc0 \xdb\x8b\x05\x11\xd9C@\xd0\xb4\x93\xda\xee\x9aR\xc0 \xdb\x8b\x05\x11\xd9C@|\x01\x00\x00\x00\xd0\xb4\x93\xda\xee\x9aR\xc0 \xdb\x8b\x05\x11\xd9C@\xfe',597005,SFO-NJ0285-99_B043010,NONFED,ST-NASF,ST/C&L,USNJNJS,New Jersey Forest Fire Service,NJNJB,New Jersey Forest Fire Service Division B,,B043010,,BASS RIVER,,,NJ3966607445719990430,BASS RIVER,,1999,4/30/1999,120,,Human,Equipment and vehicle use,,,,,11765,G,39.69584,-74.42083,MISSING/NOT SPECIFIED,NJ,Burlington,34005,Burlington County
558511,"b""\x00\x01\xad\x10\x00\x00\xc8\xde\x01\x87\xd8\xd3Y\xc0\xe8\xc2\xa0\x9d\xaa'A@\xc8\xde\x01\x87\xd8\xd3Y\xc0\xe8\xc2\xa0\x9d\xaa'A@|\x01\x00\x00\x00\xc8\xde\x01\x87\xd8\xd3Y\xc0\xe8\xc2\xa0\x9d\xaa'A@\xfe""",600604,SFO-2000NMFDNM00350400-00-40650339X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico State Forestry Division,NMNMS,New Mexico - State Forestry,,40650339X,,CURRY RD 3,,,NM3430310327620000215,CURRY RD 3,,2000,2/15/2000,46,1430,Human,Smoking,,2/15/2000,46,,7000,G,34.30989998,-103.3101,MISSING/NOT SPECIFIED,NM,Curry,35009,Curry County
558527,b'\x00\x01\xad\x10\x00\x00\xdc\xaatB+FZ\xc0\xa8u7\x96\x8aVA@\xdc\xaatB+FZ\xc0\xa8u7\x96\x8aVA@|\x01\x00\x00\x00\xdc\xaatB+FZ\xc0\xa8u7\x96\x8aVA@\xfe',600621,SFO-2000NMFDNM00350400-00-40840448X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico State Forestry Division,NMNMS,New Mexico - State Forestry,,40840448X,,VAUGHN,,,NM3468310502120000309,VAUGHN,,2000,3/9/2000,69,1515,Human,Missing data/not specified/undetermined,,3/9/2000,69,,5100,G,34.67611,-105.0964,MISSING/NOT SPECIFIED,NM,Guadalupe,35019,Guadalupe County
558533,b'\x00\x01\xad\x10\x00\x00\x80\xbe\xc9v\xab-Z\xc0\x88m\xde\xe7\xe1\x00B@\x80\xbe\xc9v\xab-Z\xc0\x88m\xde\xe7\xe1\x00B@|\x01\x00\x00\x00\x80\xbe\xc9v\xab-Z\xc0\x88m\xde\xe7\xe1\x00B@\xfe',600627,SFO-2000NMFDNM00350400-00-40900484X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico State Forestry Division,NMNMS,New Mexico - State Forestry,,40900484X,,DIAMOND,,,NM3599610478420000315,DIAMOND,,2000,3/15/2000,75,1428,Human,Missing data/not specified/undetermined,,3/15/2000,75,,13000,G,36.00689999,-104.7136,MISSING/NOT SPECIFIED,NM,Mora,35033,Mora County
558534,b'\x00\x01\xad\x10\x00\x00\xc0\x12[\xb6\xe0?Z\xc0\x18\xdf\x1e\xbe\xeb`A@\xc0\x12[\xb6\xe0?Z\xc0\x18\xdf\x1e\xbe\xeb`A@|\x01\x00\x00\x00\xc0\x12[\xb6\xe0?Z\xc0\x18\xdf\x1e\xbe\xeb`A@\xfe',600628,SFO-2000NMFDNM00350400-00-40910488X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico State Forestry Division,NMNMS,New Mexico - State Forestry,,40910488X,,MILAGRO,,,NM3473010506520000316,MILAGRO,,2000,3/16/2000,76,1800,Human,Railroad operations and maintenance,,3/16/2000,76,,12800,G,34.75719998,-104.9981,MISSING/NOT SPECIFIED,NM,Guadalupe,35019,Guadalupe County
558641,"b""\x00\x01\xad\x10\x00\x00\xb8\x84'\x1a\x82\xe6Y\xc0\x08.\x0fl\xb1\x94@@\xb8\x84'\x1a\x82\xe6Y\xc0\x08.\x0fl\xb1\x94@@|\x01\x00\x00\x00\xb8\x84'\x1a\x82\xe6Y\xc0\x08.\x0fl\xb1\x94@@\xfe""",600754,SFO-2000NMFDNM00350400-00-51130325X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico State Forestry Division,NMNMS,New Mexico - State Forestry,,51130325X,,VALENTINE,2000_NM-N5S-001_VALENTINE,2000_NM-N5S-001_VALENTINE,NM3329510335820000212,VALENTINE COMPLEX,VALENTINE COMPLEX (NM),2000,2/12/2000,43,1640,Human,Missing data/not specified/undetermined,,2/12/2000,43,,40333.199,G,33.16166999,-103.6017,MISSING/NOT SPECIFIED,NM,Lea,35025,Lea County
558649,b'\x00\x01\xad\x10\x00\x00\x9c\xbd\xe4\x93\x96\x1cZ\xc08c\x83\xe5\xc52A@\x9c\xbd\xe4\x93\x96\x1cZ\xc08c\x83\xe5\xc52A@|\x01\x00\x00\x00\x9c\xbd\xe4\x93\x96\x1cZ\xc08c\x83\xe5\xc52A@\xfe',600763,SFO-2000NMFDNM00350400-00-51260353X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico State Forestry Division,NMNMS,New Mexico - State Forestry,,51260353X,,JOHNNY,2000_NM-N5S-5126_JOHNNY,,NM3444410434820000217,JOHNNY,,2000,2/17/2000,48,1240,Human,Railroad operations and maintenance,,2/17/2000,48,,42212,G,34.39666998,-104.4467,MISSING/NOT SPECIFIED,NM,De Baca,35011,De Baca County
558674,"b""\x00\x01\xad\x10\x00\x00\x98\x16'\x84\xcf\xe9Y\xc0\x00N/k\x81~@@\x98\x16'\x84\xcf\xe9Y\xc0\x00N/k\x81~@@|\x01\x00\x00\x00\x98\x16'\x84\xcf\xe9Y\xc0\x00N/k\x81~@@\xfe""",600797,SFO-2000NMFDNM00350400-00-51640443X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico State Forestry Division,NMNMS,New Mexico - State Forestry,,51640443X,,GRANDE COMPLEX,2000_NM-N5S-5164_GRANDE COMPLEX,2000_NM-N5S-5164_GRANDE COMPLEX,NM3305710347620000307,GRANDE COMPLEX,GRANDE COMPLEX,2000,3/7/2000,67,1130,Human,Missing data/not specified/undetermined,,3/7/2000,67,,36324,G,32.98833001,-103.6533,MISSING/NOT SPECIFIED,NM,Lea,35025,Lea County
558742,b'\x00\x01\xad\x10\x00\x00 L\xe4\x91\x1e\xcdY\xc0X`SJ\xfc\x12A@ L\xe4\x91\x1e\xcdY\xc0X`SJ\xfc\x12A@|\x01\x00\x00\x00 L\xe4\x91\x1e\xcdY\xc0X`SJ\xfc\x12A@\xfe',600879,SFO-2000NMFDNM00350400-00-52590750X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico State Forestry Division,NMNMS,New Mexico - State Forestry,,52590750X,,SUNDALE,,,,,,2000,5/6/2000,127,1705,Human,Equipment and vehicle use,,5/6/2000,127,,5120,G,34.14832997,-103.205,MISSING/NOT SPECIFIED,NM,Roosevelt,35041,Roosevelt County
558744,b'\x00\x01\xad\x10\x00\x00\x00\xe9D}p\xe5Y\xc0\xb8\x1e\xbeL\x14\x9e@@\x00\xe9D}p\xe5Y\xc0\xb8\x1e\xbeL\x14\x9e@@|\x01\x00\x00\x00\x00\xe9D}p\xe5Y\xc0\xb8\x1e\xbeL\x14\x9e@@\xfe',600881,SFO-2000NMFDNM00350400-00-52610758X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico State Forestry Division,NMNMS,New Mexico - State Forestry,,52610758X,,ODLE,,,NM3323410354720000507,ODLE,,2000,5/7/2000,128,1205,Human,Equipment and vehicle use,,5/7/2000,128,,5760,G,33.23500001,-103.585,MISSING/NOT SPECIFIED,NM,Lea,35025,Lea County
559298,b'\x00\x01\xad\x10\x00\x00\xb0*\xbd\x94\xec2[\xc0\x807;\x91a\x91?@\xb0*\xbd\x94\xec2[\xc0\x807;\x91a\x91?@|\x01\x00\x00\x00\xb0*\xbd\x94\xec2[\xc0\x807;\x91a\x91?@\xfe',601523,SFO-2001NMFDNM00350401-01-30570681X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico State Forestry Division,NMNMS,New Mexico - State Forestry,,30570681X,,ANIMAS,,,NM3151210879620010504,ANIMAS,,2001,5/4/2001,124,1200,Human,Missing data/not specified/undetermined,,5/4/2001,124,,11000,G,31.56790001,-108.7957,MISSING/NOT SPECIFIED,NM,Hidalgo,35023,Hidalgo County
559309,"b""\x00\x01\xad\x10\x00\x00X\xfa\xc8\x94\xec2[\xc0\xc0'\x18\xa0\xfdd?@X\xfa\xc8\x94\xec2[\xc0\xc0'\x18\xa0\xfdd?@|\x01\x00\x00\x00X\xfa\xc8\x94\xec2[\xc0\xc0'\x18\xa0\xfdd?@\xfe""",601539,SFO-2001NMFDNM00350401-01-30830898X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico State Forestry Division,NMNMS,New Mexico - State Forestry,,30830898X,,ROUGH CREEK,2001_NM-N3S-_ROUGH CREEK,,NM3149810870620010624,ROUGH CREEK,,2001,6/24/2001,175,1400,Natural,Natural,,6/24/2001,175,,7250,G,31.39449999,-108.7957,MISSING/NOT SPECIFIED,NM,Hidalgo,35023,Hidalgo County
559767,b'\x00\x01\xad\x10\x00\x00XZk\xfa\xfc\xd2Y\xc0\x18Lh\xa4\xbb{B@XZk\xfa\xfc\xd2Y\xc0\x18Lh\xa4\xbb{B@|\x01\x00\x00\x00XZk\xfa\xfc\xd2Y\xc0\x18Lh\xa4\xbb{B@\xfe',602063,SFO-2002NMFDNM00350402-02-20700916X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico State Forestry Division,NMNMS,New Mexico - State Forestry,,20700916X,,KENTON,,,NM3693410324320020601,KENTON,,2002,6/1/2002,152,1130,Natural,Natural,,6/3/2002,154,,6815,G,36.96667001,-103.2967,MISSING/NOT SPECIFIED,NM,Union,35059,Union County
559773,b'\x00\x01\xad\x10\x00\x00\x14\x19\xc1\x1f.CZ\xc0\xa0\xf8r\xb89}B@\x14\x19\xc1\x1f.CZ\xc0\xa0\xf8r\xb89}B@|\x01\x00\x00\x00\x14\x19\xc1\x1f.CZ\xc0\xa0\xf8r\xb89}B@\xfe',602069,SFO-2002NMFDNM00350402-02-20760926X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico State Forestry Division,NMNMS,New Mexico - State Forestry,,20760926X,,SPRING,2002_NM-N2S-076_SPRING,,CO3701010497920020601,SPRING,,2002,6/1/2002,152,1815,Natural,Natural,,6/3/2002,154,,6275,G,36.97833001,-105.0497,MISSING/NOT SPECIFIED,NM,Colfax,35007,Colfax County
559780,b'\x00\x01\xad\x10\x00\x00 \xb3\xd8\xf8\xfcFZ\xc0\xe8\xc3\xf9\x8f\xddMB@ \xb3\xd8\xf8\xfcFZ\xc0\xe8\xc3\xf9\x8f\xddMB@|\x01\x00\x00\x00 \xb3\xd8\xf8\xfcFZ\xc0\xe8\xc3\xf9\x8f\xddMB@\xfe',602078,SFO-2002NMFDNM00350402-02-20871003X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico State Forestry Division,NMNMS,New Mexico - State Forestry,,20871003X,,PONIL FIRE,2002_NM-N2S-079_PONIL FIRE,2002_NM-N2S-079_PONIL FIRE,NM3668210504720020608,PONIL COMPLEX,PONIL COMPLEX,2002,6/3/2002,154,1651,Natural,Natural,,6/5/2002,156,,92194,G,36.60833001,-105.1092,MISSING/NOT SPECIFIED,NM,Colfax,35007,Colfax County
559812,b'\x00\x01\xad\x10\x00\x00\xa4J\xa8\xa1\xcc\x1c[\xc0\xd8\x82j2\x0c\xad@@\xa4J\xa8\xa1\xcc\x1c[\xc0\xd8\x82j2\x0c\xad@@|\x01\x00\x00\x00\xa4J\xa8\xa1\xcc\x1c[\xc0\xd8\x82j2\x0c\xad@@\xfe',602111,SFO-2002NMFDNM00350402-02-30430621N,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico State Forestry Division,NMNMS,New Mexico - State Forestry,,30430621N,,MIDDLE,2002_NM-GNF-006_MIDDLE,,NM3345410840820020331,MIDDLE,,2002,3/31/2002,90,1116,Natural,Natural,,3/31/2002,90,,37600,G,33.35194001,-108.45,MISSING/NOT SPECIFIED,NM,Catron,35003,Catron County
559908,b'\x00\x01\xad\x10\x00\x00\x1c\xc4i\xe9\x13OZ\xc0\xc0G\x93~GQA@\x1c\xc4i\xe9\x13OZ\xc0\xc0G\x93~GQA@|\x01\x00\x00\x00\x1c\xc4i\xe9\x13OZ\xc0\xc0G\x93~GQA@\xfe',602232,SFO-2002NMFDNM00350402-02-42301140X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico State Forestry Division,NMNMS,New Mexico - State Forestry,,42301140X,,TEJON,2002_02-42311040X_TEJON,,NM3465010531020020625,TEJON,,2002,6/25/2002,176,2336,Natural,Natural,,6/27/2002,178,,7420,G,34.63499999,-105.2356,MISSING/NOT SPECIFIED,NM,Guadalupe,35019,Guadalupe County
560318,b'\x00\x01\xad\x10\x00\x00\xa0\x1e\xc6\x97\xf5\x08[\xc0x\xae\x89N\x14\xae@@\xa0\x1e\xc6\x97\xf5\x08[\xc0x\xae\x89N\x14\xae@@|\x01\x00\x00\x00\xa0\x1e\xc6\x97\xf5\x08[\xc0x\xae\x89N\x14\xae@@\xfe',602736,SFO-2003NMFDNM00350403-03-30930723X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico State Forestry Division,NMNMS,New Mexico - State Forestry,,30930723X,,JENNY,2003_NM-GNF-097_JENNY,,,,,2003,6/22/2003,173,,Natural,Natural,,,,,6520,G,33.36000002,-108.14,MISSING/NOT SPECIFIED,NM,Sierra,35051,Sierra County
561065,b'\x00\x01\xad\x10\x00\x00\xd4\xd4\x0c\xb8-\xfcY\xc0\x80\xfa\x92\xa4\xa3(B@\xd4\xd4\x0c\xb8-\xfcY\xc0\x80\xfa\x92\xa4\xa3(B@|\x01\x00\x00\x00\xd4\xd4\x0c\xb8-\xfcY\xc0\x80\xfa\x92\xa4\xa3(B@\xfe',603668,SFO-2005NMFDNM00350505-05-20150288X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico State Forestry Division,NMNMS,New Mexico - State Forestry,,20150288X,,GLADSTONE,2005_NM-N2S-20150588X_GLADSTONE,,NM3631810394120050413,GLADSTONE,,2005,4/13/2005,103,1300,Human,Equipment and vehicle use,,4/16/2005,106,,12350,G,36.31749997,-103.9403,MISSING/NOT SPECIFIED,NM,Union,35059,Union County
561426,b'\x00\x01\xad\x10\x00\x00\xfc\xb3\x8b\x0e\xcd\xefY\xc0\xd0\x17\xc5\xbc\xd8 A@\xfc\xb3\x8b\x0e\xcd\xefY\xc0\xd0\x17\xc5\xbc\xd8 A@|\x01\x00\x00\x00\xfc\xb3\x8b\x0e\xcd\xefY\xc0\xd0\x17\xc5\xbc\xd8 A@\xfe',604124,SFO-2005NMFDNM00350505-06-51010440N,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico State Forestry Division,NMNMS,New Mexico - State Forestry,,51010440N,,RANGE,2005_NM-N4S-000067_RANGE,,NM3424710368820051130,RANGE,,2005,11/30/2005,334,1400,Human,Arson/incendiarism,,12/3/2005,337,,26000,G,34.25661997,-103.7469,MISSING/NOT SPECIFIED,NM,Roosevelt,35041,Roosevelt County
561536,b'\x00\x01\xad\x10\x00\x00<\xf0x-}>Z\xc0\x80D\x8c\xa4\x8b5B@<\xf0x-}>Z\xc0\x80D\x8c\xa4\x8b5B@|\x01\x00\x00\x00<\xf0x-}>Z\xc0\x80D\x8c\xa4\x8b5B@\xfe',604283,SFO-2006NMFDNM01450606-06-20430658X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico State Forestry Division,NMNMS,New Mexico - State Forestry,,20430658X,,CASA,2006_NM-N2S-043_CASA,,NM3640710489520060301,CASA,,2006,3/1/2006,60,100,Human,Missing data/not specified/undetermined,,3/1/2006,60,,26525,G,36.41833,-104.9764,MISSING/NOT SPECIFIED,NM,Colfax,35007,Colfax County
561538,b'\x00\x01\xad\x10\x00\x00D\xd7\xc7;\xee\xdaY\xc0\x981\xe9\x82\x89\x0fB@D\xd7\xc7;\xee\xdaY\xc0\x981\xe9\x82\x89\x0fB@|\x01\x00\x00\x00D\xd7\xc7;\xee\xdaY\xc0\x981\xe9\x82\x89\x0fB@\xfe',604285,SFO-2006NMFDNM01450606-06-20450700X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico State Forestry Division,NMNMS,New Mexico - State Forestry,,20450700X,,CLAPHAM,2006_NM-N2S-045_CLAPHAM,,NM3612810331420060312,CLAPHAM,,2006,3/12/2006,71,1500,Human,Missing data/not specified/undetermined,,3/12/2006,71,,11520,G,36.12139,-103.4208,MISSING/NOT SPECIFIED,NM,Union,35059,Union County
561544,b'\x00\x01\xad\x10\x00\x00\xac@\x8c\xc1\xb7\xd7Y\xc0\x90\xf4l:\xa8\\B@\xac@\x8c\xc1\xb7\xd7Y\xc0\x90\xf4l:\xa8\\B@|\x01\x00\x00\x00\xac@\x8c\xc1\xb7\xd7Y\xc0\x90\xf4l:\xa8\\B@\xfe',604291,SFO-2006NMFDNM01450606-06-20530895X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico State Forestry Division,NMNMS,New Mexico - State Forestry,,20530895X,,FERGUSON,,,NM3680310334520060423,FERGUSON,,2006,4/23/2006,113,1420,Natural,Natural,,4/23/2006,113,,7750,G,36.72389,-103.3706,MISSING/NOT SPECIFIED,NM,Union,35059,Union County
561572,b'\x00\x01\xad\x10\x00\x00\xdc\x01\xe0\xd0\xc2\xd8Y\xc0X\xcb\x97\x96\x1f\x1cB@\xdc\x01\xe0\xd0\xc2\xd8Y\xc0X\xcb\x97\x96\x1f\x1cB@|\x01\x00\x00\x00\xdc\x01\xe0\xd0\xc2\xd8Y\xc0X\xcb\x97\x96\x1f\x1cB@\xfe',604320,SFO-2006NMFDNM01450606-06-21081331X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico State Forestry Division,NMNMS,New Mexico - State Forestry,,21081331X,,GLADSTONE COMPLEX,2006_NM-N2S-108_GLADSTONE COMPLEX,2006_NM-N2S-108_GLADSTONE COMPLEX,NM3611210392520060615,GLADSTONE,GLADSTONE COMPLEX,2006,6/15/2006,166,1630,Natural,Natural,,6/15/2006,166,,23000,G,36.21972,-103.3869,MISSING/NOT SPECIFIED,NM,Union,35059,Union County
561634,b'\x00\x01\xad\x10\x00\x00\xa4e\x99\xb5\x9c1[\xc0\x80-*\xb4<s?@\xa4e\x99\xb5\x9c1[\xc0\x80-*\xb4<s?@|\x01\x00\x00\x00\xa4e\x99\xb5\x9c1[\xc0\x80-*\xb4<s?@\xfe',604393,SFO-2006NMFDNM01450606-06-31361401X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico State Forestry Division,NMNMS,New Mexico - State Forestry,,31361401X,,EICKS DRAW,2006_NM-N3S-001401_EICKS DRAW,,NM3146110873120060621,EICKS DRAW,,2006,6/21/2006,172,2300,Natural,Natural,,6/21/2006,172,,5760,G,31.45015,-108.7752,MISSING/NOT SPECIFIED,NM,Hidalgo,35023,Hidalgo County
561667,"b'\x00\x01\xad\x10\x00\x00,\xf7qP\x9c\xe2Y\xc0h\xda\x95h\x99\xa1A@,\xf7qP\x9c\xe2Y\xc0h\xda\x95h\x99\xa1A@|\x01\x00\x00\x00,\xf7qP\x9c\xe2Y\xc0h\xda\x95h\x99\xa1A@\xfe'",604426,SFO-2006NMFDNM01450606-06-41140694X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico State Forestry Division,NMNMS,New Mexico - State Forestry,,41140694X,,HUDSON,2006_NM-N4S-114_HUDSON,,NM3528510351120060311,HUDSON,,2006,3/11/2006,70,1453,Human,Missing data/not specified/undetermined,,3/11/2006,70,,8000,G,35.2625,-103.5408,MISSING/NOT SPECIFIED,NM,Quay,35037,Quay County
561682,"b'\x00\x01\xad\x10\x00\x00Lw,#\xa6JZ\xc0p\xd1\xbdL\xa9\x0bB@Lw,#\xa6JZ\xc0p\xd1\xbdL\xa9\x0bB@|\x01\x00\x00\x00Lw,#\xa6JZ\xc0p\xd1\xbdL\xa9\x0bB@\xfe'",604441,SFO-2006NMFDNM01450606-06-41410836X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico State Forestry Division,NMNMS,New Mexico - State Forestry,,41410836X,,OJO FELIZ,2006_NM-N4S-000141_OJO FELIZ,,NM3610510513020060412,OJO FELIZ,,2006,4/12/2006,102,1235,Human,Missing data/not specified/undetermined,,4/12/2006,102,,16000,G,36.09111,-105.1664,MISSING/NOT SPECIFIED,NM,Mora,35033,Mora County
