Fire_ID,Agency_Type,NWCG_Reporting_ Agency,Reporting_Unit_ Name,Fire_Name,Year,Fire_Discovery_Date,Date_Contained,NWCG_Cause_Classification,Cause_Description,Fire_Size,Latitude,Longitude,Fire_Origin_Land_Owner,State,County
354640,FED,BLM,Moab Field Office,DIAMOND CR,2002,6/22/2002,8/22/2002,Natural,Natural,88420.8,39.3055,-109.5837,BLM,UT,Grand 
355825,FED,BLM,Richfield Field Office,BROAD,2000,7/26/2000,8/2/2000,Natural,Natural,14956.0,39.59578,-112.22823,PRIVATE,UT,Juab 
355827,FED,BLM,Richfield Field Office,MONA WEST,2000,7/27/2000,9/1/2000,Natural,Natural,33838.0,39.81477,-111.9164,BLM,UT,Juab 
355846,FED,BLM,Richfield Field Office,SWAINS,2000,8/12/2000,8/21/2000,Human,Equipment and vehicle use,7898.0,39.0547,-112.2488,PRIVATE,UT,Millard 
356259,FED,BLM,Richfield Field Office,WESTGILSON,2005,7/14/2005,7/22/2005,Natural,Natural,14604.0,39.6125,-112.2217,BLM,UT,Juab 
356466,FED,BLM,Richfield Field Office,TWIN PEAKS,2006,7/18/2006,8/3/2006,Natural,Natural,10204.0,38.7514,-112.7089,BLM,UT,Millard 
356752,FED,BLM,Salt Lake Field Office,HOGUP,2000,7/12/2000,7/15/2000,Natural,Natural,14355.0,41.47797,-113.14278,BLM,UT,Box Elder 
356756,FED,BLM,Salt Lake Field Office,SROSERANCH,2000,7/17/2000,7/19/2000,Natural,Natural,5943.0,41.8796,-112.8375,STATE,UT,Box Elder 
356762,FED,BLM,Salt Lake Field Office,CASTL ROCK,2000,7/26/2000,8/1/2000,Natural,Natural,16116.0,40.80338,-112.54377,BLM,UT,Tooele 
356769,FED,BLM,Salt Lake Field Office,ARAGONITE,2000,8/1/2000,8/15/2000,Natural,Natural,39937.0,40.70895,-112.99205,BLM,UT,Tooele 
356783,FED,BLM,Salt Lake Field Office,TENMILEPAS,2000,8/6/2000,8/10/2000,Human,Firearms and explosives use,5867.0,40.128,-112.1499,BLM,UT,Utah 
356890,FED,BLM,Salt Lake Field Office,ANTELOPE 4,2001,7/5/2001,7/8/2001,Natural,Natural,5000.0,40.9819,-112.2305,PRIVATE,UT,Davis 
357319,FED,BLM,Salt Lake Field Office,DITTO,2005,7/12/2005,7/15/2005,Human,Firearms and explosives use,22874.0,40.12362,-112.82937,OTHER FEDERAL,UT,Tooele 
357337,FED,BLM,Salt Lake Field Office,PARK VALLE,2005,7/22/2005,7/28/2005,Human,Equipment and vehicle use,18420.0,41.7769,-113.2911,PRIVATE,UT,Box Elder 
357446,FED,BLM,Salt Lake Field Office,SCORPIO,2006,6/30/2006,7/4/2006,Natural,Natural,14549.0,41.4956,-113.1964,BLM,UT,Box Elder 
357527,FED,BLM,Salt Lake Field Office,HOGUPS,2006,8/8/2006,8/12/2006,Natural,Natural,28505.0,41.6617,-113.2011,BLM,UT,Box Elder 
357636,FED,BLM,Salt Lake Field Office,QUINCY,2007,6/5/2007,6/15/2007,Human,Firearms and explosives use,25582.0,40.3572,-113.0611,OTHER FEDERAL,UT,Tooele 
357648,FED,BLM,Salt Lake Field Office,MERCER,2007,6/24/2007,7/6/2007,Human,Missing data not specified undetermined,5153.0,40.2436,-111.9403,BLM,UT,Utah 
357676,FED,BLM,Salt Lake Field Office,KIMBELL,2007,7/17/2007,7/30/2007,Natural,Natural,14293.0,40.67285,-112.58026,BLM,UT,Tooele 
357678,FED,BLM,Salt Lake Field Office,MONARCH,2007,7/18/2007,7/26/2007,Natural,Natural,24594.0,40.92994,-112.83953,BLM,UT,Tooele 
357682,FED,BLM,Salt Lake Field Office,DAIRY VALLEY,2007,7/20/2007,8/2/2007,Natural,Natural,29565.0,41.628,-114.0145,BLM,UT,Box Elder 
357687,FED,BLM,Salt Lake Field Office,LOCOMOTIVE,2007,7/25/2007,7/29/2007,Natural,Natural,6516.0,41.7619,-112.8206,BLM,UT,Box Elder 
357700,FED,BLM,Salt Lake Field Office,DUFFY,2007,8/15/2007,8/18/2007,Natural,Natural,9529.0,41.9489,-113.2139,PRIVATE,UT,Box Elder 
357714,FED,BLM,Salt Lake Field Office,DIG DUG,2007,8/17/2007,9/3/2007,Natural,Natural,5088.0,40.29594,-112.89391,OTHER FEDERAL,UT,Tooele 
357890,FED,BLM,Salt Lake Field Office,WHITEROCKS 1,2009,8/6/2009,8/8/2009,Natural,Natural,7981.0,40.3003,-112.8753,OTHER FEDERAL,UT,Tooele 
358281,FED,BLM,Spokane District,GOODNOE,2001,8/18/2001,8/23/2001,Human,Railroad operations and maintenance,11526.0,45.7443,-120.4395,PRIVATE,WA,Klickitat 
358308,FED,BLM,Spokane District,HATTEN RD,2003,7/27/2003,7/31/2003,Human,Equipment and vehicle use,7209.0,47.5599,-118.5592,BLM,WA,Lincoln 
358311,FED,BLM,Spokane District,JUNIPER DU,2003,8/6/2003,8/8/2003,Natural,Natural,5200.0,46.3618,-118.9161,BLM,WA,Franklin 
358329,FED,BLM,Spokane District,WALL LAKE,2005,7/27/2005,8/1/2005,Human,Recreation and ceremony,5178.0,47.5597,-118.4317,PRIVATE,WA,Lincoln 
358348,FED,BLM,Spokane District,HIGHLAND ROAD,2006,9/30/2006,10/3/2006,Human,Power generation transmission distribution,5506.0,48.045,-119.5294,PRIVATE,WA,Douglas 
358359,FED,BLM,Spokane District,WOOD GULCH,2007,7/13/2007,7/19/2007,Natural,Natural,7683.0,45.8169,-120.2511,PRIVATE,WA,Klickitat 
358360,FED,BLM,Spokane District,SIX PRONG,2007,7/13/2007,7/18/2007,Natural,Natural,20947.0,45.9306,-120.0881,PRIVATE,WA,Klickitat 
358362,FED,BLM,Spokane District,TUNK GRADE,2007,7/14/2007,7/21/2007,Natural,Natural,15547.0,48.5614,-119.4458,PRIVATE,WA,Okanogan 
358382,FED,BLM,Spokane District,BADGER MT,2008,7/8/2008,7/20/2008,Human,Power generation transmission distribution,15023.0,47.4578,-120.2078,PRIVATE,WA,Douglas 
358392,FED,BLM,Spokane District,SWANSON LAKES,2008,8/18/2008,9/13/2008,Human,Missing data not specified undetermined,19090.0,47.7086,-118.4283,PRIVATE,WA,Lincoln 
358423,FED,BLM,Spokane District,DRY CREEK,2009,8/20/2009,8/26/2009,Natural,Natural,48902.0,46.4831,-119.9633,BLM,WA,Yakima 
358429,FED,BLM,Buffalo Field Office,POWNELL,2002,6/28/2002,7/1/2002,Natural,Natural,6949.0,44.7105,-105.5056,PRIVATE,WY,Campbell 
358434,FED,BLM,Buffalo Field Office,DALEY,2002,6/29/2002,7/1/2002,Natural,Natural,5321.0,44.8678,-105.4678,BLM,WY,Campbell 
358498,FED,BLM,Buffalo Field Office,BUFFALO CREEK FIRE,2006,7/13/2006,9/20/2006,Natural,Natural,29966.0,44.8642,-106.3114,BLM,WY,Sheridan 
358501,FED,BLM,Buffalo Field Office,HORSE CREEK 2,2006,8/7/2006,8/11/2006,Natural,Natural,6612.0,44.7319,-105.4608,PRIVATE,WY,Campbell 
358510,FED,BLM,Buffalo Field Office,OUTLAW 2,2006,8/22/2006,9/11/2006,Natural,Natural,12309.0,43.6106,-107.0042,PRIVATE,WY,Johnson 
358573,FED,BLM,Casper Field Office,DEADHORSE,2000,7/29/2000,8/1/2000,Natural,Natural,5900.0,42.7161,-106.4592,BLM,WY,Natrona 
358583,FED,BLM,Casper Field Office,ORMSBY,2000,8/10/2000,8/11/2000,Natural,Natural,11042.0,43.0983,-105.9742,BLM,WY,Converse 
358585,FED,BLM,Casper Field Office,WOOD DRAW,2000,8/11/2000,9/14/2000,Natural,Natural,6089.0,44.8092,-104.8058,PRIVATE,WY,Crook 
358592,FED,BLM,Casper Field Office,HENDERSON,2000,8/19/2000,8/21/2000,Natural,Natural,8390.0,43.1486,-106.43,BLM,WY,Natrona 
358596,FED,BLM,Casper Field Office,CO LINE,2000,9/5/2000,9/5/2000,Natural,Natural,9798.0,41.72,-104.4488,PRIVATE,WY,Goshen 
358629,FED,BLM,Casper Field Office,THUNDER CH,2001,7/28/2001,8/2/2001,Natural,Natural,5207.0,44.9455,-106.9801,PRIVATE,WY,Sheridan 
358710,FED,BLM,Casper Field Office,TRACER,2006,6/13/2006,6/22/2006,Human,Missing data not specified undetermined,13882.0,42.4125,-104.8225,STATE,WY,Platte 
358717,FED,BLM,Casper Field Office,TWENTY MILE,2006,7/16/2006,9/4/2006,Natural,Natural,11083.0,42.8472,-105.03,BLM,WY,Converse 
358718,FED,BLM,Casper Field Office,SAWMILL,2006,7/18/2006,8/9/2006,Natural,Natural,16503.0,43.4703,-106.1144,PRIVATE,WY,Natrona 
358720,FED,BLM,Casper Field Office,OLD CHICAGO,2006,7/27/2006,7/31/2006,Natural,Natural,13305.0,42.3569,-104.6797,PRIVATE,WY,Platte 
358727,FED,BLM,Casper Field Office,JACKSON CANYON,2006,8/14/2006,8/29/2006,Natural,Natural,11765.0,42.7294,-106.4308,PRIVATE,WY,Natrona 
358730,FED,BLM,Casper Field Office,TRAILER,2006,8/23/2006,8/28/2006,Human,Equipment and vehicle use,8416.0,41.6617,-105.2008,BLM,WY,Platte 
358976,FED,BLM,New Castle Field Office,TOLLMAN,2002,8/2/2002,8/15/2002,Natural,Natural,5025.0,42.875,-104.1185,BLM,WY,Niobrara 
358991,FED,BLM,New Castle Field Office,THORN DIVIDE COMPLEX,2006,7/13/2006,7/23/2006,Natural,Natural,14886.0,44.4689,-104.8014,BLM,WY,Crook 
359143,FED,BLM,Rawlins Field Office,REESE,2002,6/27/2002,7/12/2002,Natural,Natural,18677.0,42.0397,-105.4186,BLM,WY,Albany 
359393,FED,BLM,Rock Springs Field Office,WLD HORSE,2000,7/3/2000,7/13/2000,Natural,Natural,36700.0,41.0494,-109.3029,BLM,WY,Sweetwater 
359421,FED,BLM,Rock Springs Field Office,SHEEP MT,2000,8/11/2000,9/15/2000,Natural,Natural,36645.0,41.2452,-109.3171,BLM,WY,Sweetwater 
359516,FED,BLM,Rock Springs Field Office,PEPPER,2002,7/23/2002,8/7/2002,Natural,Natural,13200.0,41.1939,-109.1118,BLM,WY,Sweetwater 
429134,NONFED,ST/C&L,Florida Forest Service,BASS FIRE,2006,11/18/2006,11/20/2006,Human,Equipment and vehicle use,6500.0,26.32695002,-80.58194001,STATE,FL,Broward 
430299,NONFED,ST/C&L,Florida Forest Service,(GL) MOONSHINE BAY (297),2007,2/25/2007,2/27/2007,Human,Arson incendiarism,43561.5,26.91694,-81.11444,STATE,FL,Glades 
430524,NONFED,ST/C&L,Florida Forest Service,APRIL FOOL FIRE,2007,4/1/2007,4/5/2007,Human,Equipment and vehicle use,11600.0,26.36861,-80.74416,STATE,FL,Palm Beach 
432202,NONFED,ST/C&L,Florida Forest Service,11/FAKAHATCHEE 07 FIRE,2007,5/9/2007,5/16/2007,Natural,Natural,5000.0,26.12194,-81.44528,STATE,FL,Collier 
432285,NONFED,ST/C&L,Florida Forest Service,DARKNESS FIRE,2007,4/7/2007,4/11/2007,Human,Equipment and vehicle use,12200.0,26.08333,-80.66721997,STATE,FL,Broward 
432291,NONFED,ST/C&L,Florida Forest Service,THE FRANCIS TAYLOR FIRE,2007,4/16/2007,4/22/2007,Human,Equipment and vehicle use,39000.0,26.18693999,-80.71500002,STATE,FL,Broward 
432529,NONFED,ST/C&L,Florida Forest Service,03-04-DAIRY ROAD-0725,2007,5/7/2007,6/8/2007,Human,Arson incendiarism,14626.0,29.83694,-82.08833,PRIVATE,FL,Bradford 
432685,NONFED,ST/C&L,Florida Forest Service,WF AIRPORT ROAD,2007,5/1/2007,7/11/2007,Human,Arson incendiarism,6575.0,29.27389,-81.16444,MISSING/NOT SPECIFIED,FL,Flagler 
432924,NONFED,ST/C&L,Florida Forest Service,08-MIDDLE OF NOWHERE FIRE-0226,2007,5/3/2007,7/18/2007,Natural,Natural,7104.0,26.78444,-81.66611,STATE,FL,Charlotte 
432988,NONFED,ST/C&L,Florida Forest Service,(GL) FROG LIGHT (0726),2007,5/28/2007,6/17/2007,Human,Arson incendiarism,23250.0,27.12222,-80.89694,STATE,FL,Glades 
437253,NONFED,ST/C&L,Florida Forest Service,MYAKKA CUT,2008,5/2/2008,6/13/2008,Human,Arson incendiarism,38000.0,26.81083,-80.9675,STATE,FL,Glades 
441511,NONFED,ST/C&L,Florida Forest Service,ROTENBERGER FIRE,2004,4/25/2004,4/28/2004,Human,Equipment and vehicle use,8000.0,26.33388998,-80.77723002,STATE,FL,Broward 
441532,NONFED,ST/C&L,Florida Forest Service,GATOR FIRE,2004,5/29/2004,6/3/2004,Human,Equipment and vehicle use,6000.0,26.13943998,-80.61027999,STATE,FL,Broward 
441564,NONFED,ST/C&L,Florida Forest Service,EAST FIRE,2004,6/25/2004,6/29/2004,Natural,Natural,7600.0,26.26944001,-80.53110998,STATE,FL,Broward 
441577,NONFED,ST/C&L,Florida Forest Service,THE MICCOSUKEE FIRE,2004,7/7/2004,7/12/2004,Natural,Natural,20200.0,25.74917002,-80.47305001,STATE,FL,Dade
450067,NONFED,ST/C&L,Florida Forest Service,4 TRACK FIRE,2006,5/7/2006,5/11/2006,Human,Equipment and vehicle use,13700.0,26.32722,-80.71444,STATE,FL,Broward 
450071,NONFED,ST/C&L,Florida Forest Service,BERG FIRE,2006,5/9/2006,5/15/2006,Natural,Natural,29250.0,26.37277997,-80.79666998,STATE,FL,Palm Beach 
450092,NONFED,ST/C&L,Florida Forest Service,THE HEAT FIRE,2006,6/2/2006,6/9/2006,Natural,Natural,49500.0,26.25193998,-80.58000002,STATE,FL,Broward 
450099,NONFED,ST/C&L,Florida Forest Service,THE DEERFLY FIRE,2006,6/20/2006,6/25/2006,Natural,Natural,16000.0,26.41361,-80.45471998,STATE,FL,Palm Beach 
600604,NONFED,ST/C&L,New Mexico - State Forestry,CURRY RD 3,2000,2/15/2000,2/15/2000,Human,Smoking,7000.0,34.30989998,-103.3101,MISSING/NOT SPECIFIED,NM,Curry 
600621,NONFED,ST/C&L,New Mexico - State Forestry,VAUGHN,2000,3/9/2000,3/9/2000,Human,Missing data not specified undetermined,5100.0,34.67611,-105.0964,MISSING/NOT SPECIFIED,NM,Guadalupe 
600627,NONFED,ST/C&L,New Mexico - State Forestry,DIAMOND,2000,3/15/2000,3/15/2000,Human,Missing data not specified undetermined,13000.0,36.00689999,-104.7136,MISSING/NOT SPECIFIED,NM,Mora 
600628,NONFED,ST/C&L,New Mexico - State Forestry,MILAGRO,2000,3/16/2000,3/16/2000,Human,Railroad operations and maintenance,12800.0,34.75719998,-104.9981,MISSING/NOT SPECIFIED,NM,Guadalupe 
600754,NONFED,ST/C&L,New Mexico - State Forestry,VALENTINE,2000,2/12/2000,2/12/2000,Human,Missing data not specified undetermined,40333.199,33.16166999,-103.6017,MISSING/NOT SPECIFIED,NM,Lea 
600763,NONFED,ST/C&L,New Mexico - State Forestry,JOHNNY,2000,2/17/2000,2/17/2000,Human,Railroad operations and maintenance,42212.0,34.39666998,-104.4467,MISSING/NOT SPECIFIED,NM,De Baca 
600797,NONFED,ST/C&L,New Mexico - State Forestry,GRANDE COMPLEX,2000,3/7/2000,3/7/2000,Human,Missing data not specified undetermined,36324.0,32.98833001,-103.6533,MISSING/NOT SPECIFIED,NM,Lea 
600879,NONFED,ST/C&L,New Mexico - State Forestry,SUNDALE,2000,5/6/2000,5/6/2000,Human,Equipment and vehicle use,5120.0,34.14832997,-103.205,MISSING/NOT SPECIFIED,NM,Roosevelt 
600881,NONFED,ST/C&L,New Mexico - State Forestry,ODLE,2000,5/7/2000,5/7/2000,Human,Equipment and vehicle use,5760.0,33.23500001,-103.585,MISSING/NOT SPECIFIED,NM,Lea 
601523,NONFED,ST/C&L,New Mexico - State Forestry,ANIMAS,2001,5/4/2001,5/4/2001,Human,Missing data not specified undetermined,11000.0,31.56790001,-108.7957,MISSING/NOT SPECIFIED,NM,Hidalgo 
601539,NONFED,ST/C&L,New Mexico - State Forestry,ROUGH CREEK,2001,6/24/2001,6/24/2001,Natural,Natural,7250.0,31.39449999,-108.7957,MISSING/NOT SPECIFIED,NM,Hidalgo 
602063,NONFED,ST/C&L,New Mexico - State Forestry,KENTON,2002,6/1/2002,6/3/2002,Natural,Natural,6815.0,36.96667001,-103.2967,MISSING/NOT SPECIFIED,NM,Union 
602069,NONFED,ST/C&L,New Mexico - State Forestry,SPRING,2002,6/1/2002,6/3/2002,Natural,Natural,6275.0,36.97833001,-105.0497,MISSING/NOT SPECIFIED,NM,Colfax 
602078,NONFED,ST/C&L,New Mexico - State Forestry,PONIL FIRE,2002,6/3/2002,6/5/2002,Natural,Natural,92194.0,36.60833001,-105.1092,MISSING/NOT SPECIFIED,NM,Colfax 
602111,NONFED,ST/C&L,New Mexico - State Forestry,MIDDLE,2002,3/31/2002,3/31/2002,Natural,Natural,37600.0,33.35194001,-108.45,MISSING/NOT SPECIFIED,NM,Catron 
602232,NONFED,ST/C&L,New Mexico - State Forestry,TEJON,2002,6/25/2002,6/27/2002,Natural,Natural,7420.0,34.63499999,-105.2356,MISSING/NOT SPECIFIED,NM,Guadalupe 
603668,NONFED,ST/C&L,New Mexico - State Forestry,GLADSTONE,2005,4/13/2005,4/16/2005,Human,Equipment and vehicle use,12350.0,36.31749997,-103.9403,MISSING/NOT SPECIFIED,NM,Union 
604124,NONFED,ST/C&L,New Mexico - State Forestry,RANGE,2005,11/30/2005,12/3/2005,Human,Arson incendiarism,26000.0,34.25661997,-103.7469,MISSING/NOT SPECIFIED,NM,Roosevelt 
604283,NONFED,ST/C&L,New Mexico - State Forestry,CASA,2006,3/1/2006,3/1/2006,Human,Missing data not specified undetermined,26525.0,36.41833,-104.9764,MISSING/NOT SPECIFIED,NM,Colfax 
604285,NONFED,ST/C&L,New Mexico - State Forestry,CLAPHAM,2006,3/12/2006,3/12/2006,Human,Missing data not specified undetermined,11520.0,36.12139,-103.4208,MISSING/NOT SPECIFIED,NM,Union 
604291,NONFED,ST/C&L,New Mexico - State Forestry,FERGUSON,2006,4/23/2006,4/23/2006,Natural,Natural,7750.0,36.72389,-103.3706,MISSING/NOT SPECIFIED,NM,Union 
604320,NONFED,ST/C&L,New Mexico - State Forestry,GLADSTONE COMPLEX,2006,6/15/2006,6/15/2006,Natural,Natural,23000.0,36.21972,-103.3869,MISSING/NOT SPECIFIED,NM,Union 
604393,NONFED,ST/C&L,New Mexico - State Forestry,EICKS DRAW,2006,6/21/2006,6/21/2006,Natural,Natural,5760.0,31.45015,-108.7752,MISSING/NOT SPECIFIED,NM,Hidalgo 
604426,NONFED,ST/C&L,New Mexico - State Forestry,HUDSON,2006,3/11/2006,3/11/2006,Human,Missing data not specified undetermined,8000.0,35.2625,-103.5408,MISSING/NOT SPECIFIED,NM,Quay 
604441,NONFED,ST/C&L,New Mexico - State Forestry,OJO FELIZ,2006,4/12/2006,4/12/2006,Human,Missing data not specified undetermined,16000.0,36.09111,-105.1664,MISSING/NOT SPECIFIED,NM,Mora 
604446,NONFED,ST/C&L,New Mexico - State Forestry,LUMBRE,2006,4/15/2006,4/15/2006,Human,Missing data not specified undetermined,8000.0,34.42889,-105.0406,MISSING/NOT SPECIFIED,NM,Guadalupe 
604470,NONFED,ST/C&L,New Mexico - State Forestry,LEVI,2006,5/20/2006,5/20/2006,Natural,Natural,8992.0,36.07889,-104.7289,MISSING/NOT SPECIFIED,NM,Mora 
604477,NONFED,ST/C&L,New Mexico - State Forestry,BORICA,2006,5/21/2006,5/21/2006,Natural,Natural,6000.0,34.67883,-104.6507,MISSING/NOT SPECIFIED,NM,Guadalupe 
604478,NONFED,ST/C&L,New Mexico - State Forestry,CERRO FIRE,2006,5/22/2006,5/22/2006,Natural,Natural,5000.0,36.11983,-105.0298,MISSING/NOT SPECIFIED,NM,Mora 
604508,NONFED,ST/C&L,New Mexico - State Forestry,HARDING PLEX,2006,6/16/2006,6/16/2006,Natural,Natural,9000.0,35.72867,-103.9137,MISSING/NOT SPECIFIED,NM,Harding 
604510,NONFED,ST/C&L,New Mexico - State Forestry,RIVERA MESA,2006,6/16/2006,6/16/2006,Natural,Natural,16114.0,36.24417,-104.9685,MISSING/NOT SPECIFIED,NM,Mora 
604534,NONFED,ST/C&L,New Mexico - State Forestry,TATUM EAST,2006,1/1/2006,1/1/2006,Human,Missing data not specified undetermined,15000.0,32.76167,-103.5983,MISSING/NOT SPECIFIED,NM,Lea 
604603,NONFED,ST/C&L,New Mexico - State Forestry,MCDONALD,2006,3/12/2006,3/12/2006,Human,Missing data not specified undetermined,92390.0,33.05825,-103.6025,MISSING/NOT SPECIFIED,NM,Lea 
604654,NONFED,ST/C&L,New Mexico - State Forestry,TAIBAN,2006,4/22/2006,4/22/2006,Natural,Natural,5800.0,34.3683,-103.87,MISSING/NOT SPECIFIED,NM,Roosevelt 
604698,NONFED,ST/C&L,New Mexico - State Forestry,FOUR LAKES,2006,5/21/2006,5/21/2006,Natural,Natural,7600.0,33.3867,-103.5444,MISSING/NOT SPECIFIED,NM,Lea 
604699,NONFED,ST/C&L,New Mexico - State Forestry,PEP 2,2006,5/21/2006,5/21/2006,Natural,Natural,8000.0,33.8211,-103.3542,MISSING/NOT SPECIFIED,NM,Roosevelt 
604706,NONFED,ST/C&L,New Mexico - State Forestry,WOODY,2006,5/21/2006,5/21/2006,Natural,Natural,9000.0,34.1359,-103.7784,MISSING/NOT SPECIFIED,NM,Roosevelt 
604707,NONFED,ST/C&L,New Mexico - State Forestry,JET,2006,5/21/2006,5/21/2006,Natural,Natural,11000.0,34.1026,-103.9035,MISSING/NOT SPECIFIED,NM,Roosevelt 
605653,NONFED,ST/C&L,New Mexico - State Forestry,ANGEL,2007,8/22/2007,8/22/2007,Natural,Natural,7600.0,33.25344,-103.2817,PRIVATE,NM,Lea 
605723,NONFED,ST/C&L,New Mexico - State Forestry,NM 467,2007,10/17/2007,10/17/2007,Human,Equipment and vehicle use,15000.0,34.22111,-103.3175,PRIVATE,NM,Roosevelt 
605753,NONFED,ST/C&L,New Mexico - State Forestry,SIX,2007,11/18/2007,11/18/2007,Human,Equipment and vehicle use,18000.0,33.24456,-103.471,PRIVATE,NM,Lea 
634626,NONFED,ST/C&L,South Carolina Forestry Commission,HIGHWAY 31 FIRE,2009,4/22/2009,4/28/2009,Human,Debris and open burning,19130.0,33.82175,-78.92149,STATE,SC,Horry 
646168,NONFED,ST/C&L,Texas Forest Service - Conroe Area,CONROE - 361,2000,9/1/2000,9/8/2000,Natural,Natural,5000.0,30.25624999,-94.99375001,PRIVATE,TX,Liberty 
647982,NONFED,ST/C&L,Texas Forest Service - Woodville Area,MOORE BRANCH,2000,9/1/2000,9/8/2000,Human,Arson incendiarism,15864.0,30.90208001,-93.58958001,PRIVATE,TX,Newton 
650871,NONFED,ST/C&L,Texas Forest Service - West Zone,ROLLING PLAINS - 7,2003,8/7/2003,8/11/2003,Natural,Natural,11015.0,32.81028001,-99.15556001,PRIVATE,TX,Shackelford 
664615,NONFED,ST/C&L,Texas Forest Service - West Zone,WALNUT BEND,2005,12/27/2005,12/29/2005,Human,Missing data not specified undetermined,5600.0,33.75167001,-96.97583,PRIVATE,TX,Cooke 
664753,NONFED,ST/C&L,Texas Forest Service - West Zone,WEST TX - 10,2005,7/2/2005,7/14/2005,Natural,Natural,8382.0,30.76694001,-104.1503,PRIVATE,TX,Jeff Davis 
664756,NONFED,ST/C&L,Texas Forest Service - West Zone,CROSS ROADS,2005,12/27/2005,12/29/2005,Human,Missing data not specified undetermined,7660.0,32.14583001,-99.21333,PRIVATE,TX,Callahan 
664760,NONFED,ST/C&L,Texas Forest Service - West Zone,WEST TX - 9,2005,7/2/2005,7/9/2005,Natural,Natural,15130.0,30.08360998,-104.3358,PRIVATE,TX,Presidio 
664791,NONFED,ST/C&L,Texas Forest Service - West Zone,ROLLING PLAINS - 25,2005,11/27/2005,11/28/2005,Human,Missing data not specified undetermined,5120.0,33.56361001,-99.03778001,PRIVATE,TX,Wilbarger 
664859,NONFED,ST/C&L,Texas Forest Service - West Zone,VAN MEYER FIRE,2006,6/15/2006,6/18/2006,Natural,Natural,5000.0,35.74686001,-102.8984,PRIVATE,TX,Hartley 
664860,NONFED,ST/C&L,Texas Forest Service - West Zone,CANADIAN FIRE,2006,6/15/2006,6/19/2006,Natural,Natural,25000.0,35.39387002,-103.0119,PRIVATE,TX,Oldham 
664861,NONFED,ST/C&L,Texas Forest Service - West Zone,PALO DURO EAST FIRE,2006,5/21/2006,5/28/2006,Natural,Natural,11475.0,34.93552997,-101.5956,PRIVATE,TX,Armstrong 
665280,NONFED,ST/C&L,Texas Forest Service - West Zone,SPIKE KING,2006,8/9/2006,8/11/2006,Natural,Natural,5500.0,33.68621997,-99.98974999,PRIVATE,TX,King 
665404,NONFED,ST/C&L,Texas Forest Service - West Zone,CADDO II COMPLEX,2006,8/18/2006,8/31/2006,Human,Equipment and vehicle use,5556.0,32.73354997,-98.60969001,PRIVATE,TX,Stephens 
665720,NONFED,ST/C&L,Texas Forest Service - West Zone,BUCKLE L 2,2006,3/12/2006,3/21/2006,Human,Smoking,40000.0,34.29083001,-100.2889,PRIVATE,TX,Childress 
665921,NONFED,ST/C&L,Texas Forest Service - West Zone,OLDHAM BOYS RANCH,2006,3/10/2006,3/13/2006,Human,Equipment and vehicle use,13000.0,35.54308001,-102.2663,PRIVATE,TX,Oldham 
665927,NONFED,ST/C&L,Texas Forest Service - West Zone,CANADIAN NORTH,2006,4/11/2006,4/12/2006,Human,Equipment and vehicle use,18000.0,36.04841998,-100.3649,PRIVATE,TX,Hemphill 
666505,NONFED,ST/C&L,Texas Forest Service - West Zone,RINGGOLD,2006,1/1/2006,1/1/2006,Missing data not specified undetermined,Missing data not specified undetermined,41000.0,33.82221999,-97.94443999,PRIVATE,TX,Montague 
666626,NONFED,ST/C&L,Texas Forest Service - West Zone,COLE,2006,1/1/2006,1/4/2006,Human,Missing data not specified undetermined,39812.0,31.73667,-100.9456,PRIVATE,TX,Tom Green 
666630,NONFED,ST/C&L,Texas Forest Service - West Zone,ROCKER B,2006,1/1/2006,1/5/2006,Human,Missing data not specified undetermined,42110.0,31.46667,-101.1667,PRIVATE,TX,Irion 
666631,NONFED,ST/C&L,Texas Forest Service - West Zone,CARBON,2006,1/1/2006,1/5/2006,Human,Missing data not specified undetermined,35300.0,32.23333,-98.83334002,PRIVATE,TX,Eastland 
666632,NONFED,ST/C&L,Texas Forest Service - West Zone,WEST ZONE WEST - 3,2006,1/1/2006,1/1/2006,Human,Missing data not specified undetermined,23000.0,35.04889,-100.8703,PRIVATE,TX,Donley 
667269,NONFED,ST/C&L,Texas Forest Service - West Zone,ENCINAL,2006,5/16/2006,5/16/2006,Human,Recreation and ceremony,10919.0,27.89883,-98.95071,PRIVATE,TX,Webb 
706713,NONFED,ST/C&L,Texas Forest Service - West Zone,285,2008,1/29/2008,1/30/2008,Human,Debris and open burning,14210.0,27.26488,-98.51507,PRIVATE,TX,Duval 
706732,NONFED,ST/C&L,Texas Forest Service - West Zone,COTULLA FIRE,2008,2/2/2008,2/2/2008,Human,Missing data not specified undetermined,19000.0,28.52025,-99.3118,PRIVATE,TX,La Salle 
706836,NONFED,ST/C&L,Texas Forest Service - West Zone,CHEVRON,2008,2/8/2008,2/8/2008,Human,Missing data not specified undetermined,8924.0,32.2074,-102.2188,PRIVATE,TX,Andrews 
706870,NONFED,ST/C&L,Texas Forest Service - West Zone,SILVER FIRE,2008,2/25/2008,2/29/2008,Human,Missing data not specified undetermined,20200.0,32.05446,-100.7085,PRIVATE,TX,Coke 
706889,NONFED,ST/C&L,Texas Forest Service - West Zone,ARCHER,2008,2/25/2008,3/1/2008,Human,Equipment and vehicle use,13548.0,33.59808,-98.67122,PRIVATE,TX,Archer 
